Open,High,Low,Volume,Dividends,Stock Splits,SMA 20,RSI,bandwidth_bbands,percentB_bbands,MACD_12_26_9,Close
63.27425028880973,64.83606154959617,62.8943540821169,1137840,0.0,0.0,62.16800060272217,45.815550976956025,5.838136958178756,0.5559276314313752,-0.7144232826156482,64.07415008544922
64.32952792343896,65.00490614808439,63.10541213726374,982120,0.0,0.0,62.22350883483887,47.9666616943508,4.891821333645429,0.7861461818610748,-0.5870272335152578,64.64189147949219
64.64189147949219,64.64189147949219,64.64189147949219,0,0.0,0.0,62.30624237060547,47.96666169435078,5.178920143538928,0.754866902637413,-0.4805257450916969,64.64189147949219
64.2873237812573,65.00490915255669,63.736467143399445,342140,0.0,0.0,62.53555469512939,45.65370877325685,4.155919763982354,0.49175545916273494,-0.441443362329359,64.01717376708984
65.21595290200092,65.21595290200092,63.949623719437795,248960,0.0,0.0,62.70429286956787,45.78679908974267,1.8198932485606696,0.2968593361056305,-0.403436628644414,64.04670715332031
63.9496139226567,64.37172358551251,62.26117527123342,292580,0.0,0.0,62.959563636779784,40.96863166265112,4.364064368002874,0.0397609810380431,-0.47412072803229677,62.72971725463867
63.358680748993585,63.40088786259279,61.459186733158276,287860,0.0,0.0,63.20998077392578,38.73849399753215,5.999373737835563,0.12238451357125951,-0.5774667765310326,62.06068801879883
62.261191795581965,63.40088689959547,61.438079022732424,478440,0.0,0.0,63.37365455627442,42.50264342352027,4.9361837314825125,0.3958395130385901,-0.5922545591097546,62.807823181152344
63.527515118485404,69.08881216537335,63.10540538347885,1843920,0.0,0.0,63.6730354309082,59.33798746470235,12.144206084129126,0.9718241847665768,-0.22416793620770648,67.48268127441406
68.14748939015625,68.5928119391225,64.49834999154811,677080,0.0,0.0,63.77697925567627,50.934086464721595,12.494337447057477,0.6266418838796001,-0.12836036318553568,65.03653717041016
65.03653717041016,65.03653717041016,65.03653717041016,0,0.0,0.0,63.862139511108396,50.934086464721595,11.862086164151608,0.5721226118850524,-0.051834653687407695,65.03653717041016
64.58278850755839,64.58278850755839,60.83023327609441,751260,0.0,0.0,63.85844669342041,45.40647778890266,10.241507890912052,0.2746181735896366,-0.13591009929989184,63.223594665527344
63.27423218720783,63.27423218720783,61.71665303265513,292880,0.0,0.0,63.909310531616214,42.90779534519267,10.996925672201213,0.17638750996110822,-0.27229269052291727,62.32026672363281
62.894333936857215,65.72246712772076,62.30338303997769,831100,0.0,0.0,63.992887306213376,48.06384292806444,6.590429035371524,0.48656666857062364,-0.255325904646142,63.83353042602539
63.94961235977719,64.49835619625534,62.60519414697912,236360,0.0,0.0,63.960700798034665,46.72031076883235,5.583181414825324,0.45099254987474247,-0.2748161447710942,63.38609313964844
64.06359221346095,64.06359221346095,62.050127102009725,244960,0.0,0.0,63.87733383178711,45.39881778159479,3.1740309453237443,0.4052267304152452,-0.32146797955453366,62.95344161987305
63.31644183473785,64.58277067143261,62.516542316112165,278200,0.0,0.0,63.77444343566894,46.19822487069635,3.1661576219351604,0.5164691684555015,-0.3375199702556557,63.16448211669922
64.15856203124368,64.16067464083412,63.31645523766525,226240,0.0,0.0,63.7376148223877,48.09700131352012,2.010287532182477,0.7007125923825755,-0.30718856509981407,63.654144287109375
64.96268418703902,67.06057003833347,64.16067828483193,1103900,0.0,0.0,63.842192840576175,52.713810511878975,4.335334411084669,0.9706490538276069,-0.17957951407780826,64.91203308105469
65.00488852514844,65.75624321490879,64.20921412393164,607760,0.0,0.0,63.92587585449219,51.087951579165114,4.73403325939437,0.7178974228058587,-0.11089118161402922,64.49413299560547
63.696345953972376,64.54056528505687,63.31644983133729,363140,0.0,0.0,63.93062400817871,49.801414754741764,3.8391461283748916,0.5367191729715949,-0.08173932767080316,64.16911315917969
61.75465813054606,63.411440198670164,60.99485928723423,509060,0.0,0.0,63.78985023498535,41.658210848498065,6.734106857563685,0.038119605906003495,-0.24484987717069373,61.826416015625
60.15063917545407,62.80993187980876,60.15063917545407,443900,0.0,0.0,63.65234775543213,41.94372056323493,8.36626865820128,0.20487316477790946,-0.36463357279836117,61.891841888427734
60.161181547247445,62.97876504223006,58.46219260563885,1965360,0.0,0.0,63.55061836242676,42.36500996648322,7.612600224165699,0.31400241995961775,-0.4470869901399084,61.98258590698242
63.274243808322815,63.52751221410105,57.91345170700387,1804080,0.0,0.0,63.37734241485596,37.80272395960953,7.468276285541867,0.17457017445641768,-0.618384646979095,60.5811882019043
59.559678550050315,59.60188565360985,54.52390670776367,604540,0.0,0.0,62.967051887512206,25.18040900287437,19.048791953564873,0.008089779636166573,-1.2287470369471691,54.52390670776367
54.03005506759538,57.52301112940059,49.07237424597908,1905380,0.0,0.0,62.6923641204834,33.27317848055245,20.448419528715153,0.28966028750926254,-1.5299719427038099,56.566932678222656
59.72851310736296,59.89735438431725,57.40691012439125,630200,0.0,0.0,62.49777050018311,41.15439134885127,18.3880490076958,0.5373469070565726,-1.56115272503542,58.915950775146484
61.41696589124025,61.41696589124025,58.2511429071557,297340,0.0,0.0,62.09856033325195,42.9538162107519,15.068014670679073,0.6694323419928547,-1.5213217955283085,59.498477935791016
59.09536041613417,59.72641238235243,58.46219584024702,178700,0.0,0.0,61.80635566711426,42.223332604858214,13.254859519414628,0.6898399859046945,-1.4971912019989801,59.19244384765625
59.517477005140655,60.783806303122375,59.09536723914675,186260,0.0,0.0,61.52058868408203,42.665108670051815,7.378837424601348,0.643651192862238,-1.4509525109231234,59.321197509765625
